comment,comment_without_emo,sentiment,intent
รอรัยละเธอ,รอรัยละเธอ,Neutral,Neutral
มีหมี่ต้มนำด้วยโอ๊ยยย น้อยปลื้ม,มีหมี่ต้มนำด้วยโอ๊ยยย น้อยปลื้ม,Positive,Neutral
ดูรวมรวมแล้วยังไม่ค่อยลงตัวเท่าไหร่ ชั่วโมงนี้ผมยกให้ฟอร์ดเรนเจอร์แร็พเตอร์ขีดสุดของความลงตัว,ดูรวมรวมแล้วยังไม่ค่อยลงตัวเท่าไหร่ ชั่วโมงนี้ผมยกให้ฟอร์ดเรนเจอร์แร็พเตอร์ขีดสุดของความลงตัว,Positive,Neutral
ว้าว ขอแสดงความยินดีด้วยนะครับผม,ว้าว ขอแสดงความยินดีด้วยนะครับผม,Positive,Neutral
อร่อยจนตัวบวม🙊🤫,อร่อยจนตัวบวม,Positive,Neutral
อยากกินมากกกกกกกกก,อยากกินมากกกกกกกกก,Positive,Neutral
ป่ะ เดวเลี้ยง,ป่ะ เดวเลี้ยง,Neutral,Neutral
สวัสดีครับ อยากทราบว่าเเอคคอร์ดเเละคัมรี่จะมาทันภายในปีนี้มั้ยครับ ขอบคุณครับ,สวัสดีครับ อยากทราบว่าเเอคคอร์ดเเละคัมรี่จะมาทันภายในปีนี้มั้ยครับ ขอบคุณครับ,Positive,Neutral
หืมม ไปHotpot ที่เพชรกันเถอะ😆😆😋,หืมม ไปHotpot ที่เพชรกันเถอะ,Neutral,Neutral
เยี่ยมไปเลยtoyota,เยี่ยมไปเลยtoyota,Positive,Neutral
สู้ไปด้วยกันคะ✌🏼,สู้ไปด้วยกันคะ,Positive,Neutral
เคร554,เคร555,Neutral,Neutral
เคยลองเอาลีโอทำ ออกหวานๆ(ใส่เยอะไปหน่อย) แต่มีเท็กเจอร์ในการกินหนึบๆ เคี้ยวได้ ช้างน่าจะเหมาะกว่า,เคยลองเอาลีโอทำ ออกหวานๆ(ใส่เยอะไปหน่อย) แต่มีเท็กเจอร์ในการกินหนึบๆ เคี้ยวได้ ช้างน่าจะเหมาะกว่า,Negative,Neutral
ขอบคุณมิตรภาพดี เพื่อนที่ดี,ขอบคุณมิตรภาพดี เพื่อนที่ดี,Positive,Neutral
โอกาศดี แบบนี้ห้ามพลาด,โอกาศดี แบบนี้ห้ามพลาด,Positive,Neutral
พนมะ,พนมะ,Neutral,Question
ใช้ความรักพลัง,ใช้ความรักพลัง,Positive,Neutral
จัดปาย..,จัดปาย..,Neutral,Neutral
55555555 ถุกหวย ก้บอก จะไปนั่งกินเปนเพื่อน,55555555 ถุกหวย ก้บอก จะไปนั่งกินเปนเพื่อน,Neutral,Neutral
สามารถใช้ได้ตามปกติทุกตัวค่ะ ซึ่งผลิตภัณฑ์ Hada Labo ทุกประเภทผลิตภายใต้มาตรฐาน GMP และ PICs ปราศจากสารปรุงแต่งที่ส่งผลกระทบต่อผิวหน้า จึงเป็นผลิตภัณฑ์ที่อ่อนโยนปลอดภัย แม้ผิวแพ้ง่ายก็สามารถใช้ได้ และในกรณีของคุณแม่ตั้งครรภ์ หากกลัวว่าจะเกิดการแพ้ อาจจะนำผลิตภัณฑ์ไปปรึกษาคุณหมอเพื่อความมั่นใจมากยิ่งขึ้นด้วยก็ได้นะคะ :),สามารถใช้ได้ตามปกติทุกตัวค่ะ ซึ่งผลิตภัณฑ์ Hada Labo ทุกประเภทผลิตภายใต้มาตรฐาน GMP และ PICs ปราศจากสารปรุงแต่งที่ส่งผลกระทบต่อผิวหน้า จึงเป็นผลิตภัณฑ์ที่อ่อนโยนปลอดภัย แม้ผิวแพ้ง่ายก็สามารถใช้ได้ และในกรณีของคุณแม่ตั้งครรภ์ หากกลัวว่าจะเกิดการแพ้ อาจจะนำผลิตภัณฑ์ไปปรึกษาคุณหมอเพื่อความมั่นใจมากยิ่งขึ้นด้วยก็ได้นะคะ :),Neutral,Neutral
ดูนิสสันหน่อยคับ,ดูนิสสันหน่อยคับ,Neutral,Neutral
ดีกว่าไปอย่างอื่นอยู่นะ,ดีกว่าไปอย่างอื่นอยู่นะ,Positive,Neutral
อย่างนี้ต้องลองสักหน่อย,อย่างนี้ต้องลองสักหน่อย,Positive,Neutral
��😋😋, -,Positive,Neutral
อร่อยจิงเรื่อง..ปิ้ง..ย่าง..😍🍱🍛 อยากกินอีกอ่าาา..😃,อร่อยจิงเรื่อง..ปิ้ง..ย่าง.. อยากกินอีกอ่าาา..,Positive,Neutral
ไม่ !,ไม่ !,Negative,Neutral
มีความต้งการบาร์บีกอน,มีความต้งการบาร์บีกอน,Positive,Neutral
ดีมากๆๆเลย,ดีมากๆๆเลย,Positive,Neutral
ชุดแต่งส่งตรงจากโรงงานของ Nissan Titan ที่หล่อขึ้นเป็นกอง!! แถมใส่ง่ายใช้เวลาติดตั้งไม่ถึง 4 ชั่วโมง!!,ชุดแต่งส่งตรงจากโรงงานของ Nissan Titan ที่หล่อขึ้นเป็นกอง!! แถมใส่ง่ายใช้เวลาติดตั้งไม่ถึง 4 ชั่วโมง!!,Positive,Neutral
เสานี้นะ,เสานี้นะ,Neutral,Neutral
ถามหน่อยครับที่ร่วมลงชื่อต้องกดตรงไหนผมไม่แน่ใจว่าลงยังไม่รุ้ถุกวิธีมั้ย,ถามหน่อยครับที่ร่วมลงชื่อต้องกดตรงไหนผมไม่แน่ใจว่าลงยังไม่รุ้ถุกวิธีมั้ย,Neutral,Question
ยังเลยค่า ช่วงเวลาไม่ได้😅,ยังเลยค่า ช่วงเวลาไม่ได้,Neutral,Neutral
เทคนิค คือ เลือกกินอาหารเสริมที่ช่วยป้องกันแดดและเลือกใช้ผลิตภัณฑ์กันแดดที่มี spf50ขึ้นไป ทาทุกวันแม้อยู่ที่บ้าน ถ้าออกนอกบ้านก็ใส่เสื้อคลุมและหมวกเพื่อป้องกันอีกชั้นนึงค่ะ เหตุผลที่อยากได้กันแดด Nivea Sun instant aura เพราะมี spf50+ pa+++ ซึ่งสามารถป้องกันแสงแดดได้อย่างมีประสิทธิภาพ และยังบางเบาสามารถแต่งหน้าทับได้ทันทีโดยที่ไม่ทำให้เป็นคราบ และช่วยให้ผิวผ่องขึ้นอีก 1 เฉด อีกด้วยค่ะ,เทคนิค คือ เลือกกินอาหารเสริมที่ช่วยป้องกันแดดและเลือกใช้ผลิตภัณฑ์กันแดดที่มี spf50ขึ้นไป ทาทุกวันแม้อยู่ที่บ้าน ถ้าออกนอกบ้านก็ใส่เสื้อคลุมและหมวกเพื่อป้องกันอีกชั้นนึงค่ะ เหตุผลที่อยากได้กันแดด Nivea Sun instant aura เพราะมี spf50+ pa+++ ซึ่งสามารถป้องกันแสงแดดได้อย่างมีประสิทธิภาพ และยังบางเบาสามารถแต่งหน้าทับได้ทันทีโดยที่ไม่ทำให้เป็นคราบ และช่วยให้ผิวผ่องขึ้นอีก 1 เฉด อีกด้วยค่ะ,Positive,Neutral
[ซับไทย] อาลัมบรามายาพิศวง ตอนที่ 11 Netflix มาแล้วค่า ใครรอลุ้นความรักของฮีจูกับประธานยู มาลุ้นกันต่อได้เลยค่า,[ซับไทย] อาลัมบรามายาพิศวง ตอนที่ 11 Netflix มาแล้วค่า ใครรอลุ้นความรักของฮีจูกับประธานยู มาลุ้นกันต่อได้เลยค่า,Positive,Neutral
วันไหนจ้ะ,วันไหนจ้ะ,Neutral,Neutral
นิสส้น นาวารา กึ่งรถเก๋งกึ่งรถปิคอ้พ เเข็งเเรง ปลอดภ้ยไช้งานคุ้ม มืบ้ตรเติมน้ำม้นให้อืกด้วย,นิสส้น นาวารา กึ่งรถเก๋งกึ่งรถปิคอ้พ เเข็งเเรง ปลอดภ้ยไช้งานคุ้ม มืบ้ตรเติมน้ำม้นให้อืกด้วย,Positive,Neutral
อร่อยคะ,อร่อยคะ,Positive,Neutral
แล้ววันไหนหยุด,แล้ววันไหนหยุด,Neutral,Neutral
ง้าาาา,ง้าาาา,Neutral,Neutral
ออกมาแบบนี้เหนื่อยครับสู้ civic ยากครับ แล้วเดี๋ยวต้องมาเจอ mazda 3 ใหม่อีก มาเหมือนตัว Kai concept เครื่อง sky x ที่ประหยัดเท่า ไฮบริดอีก,ออกมาแบบนี้เหนื่อยครับสู้ civic ยากครับ แล้วเดี๋ยวต้องมาเจอ mazda 3 ใหม่อีก มาเหมือนตัว Kai concept เครื่อง sky x ที่ประหยัดเท่า ไฮบริดอีก,Negative,Neutral
อร่อย,อร่อย,Positive,Neutral
น่ากินมาก,น่ากินมาก,Positive,Neutral
ถ้าหายดีนะ,ถ้าหายดีนะ,Neutral,Neutral
อร่อยค่ะ,อร่อยค่ะ,Positive,Neutral
เธอเลี้ยงเดะไปด้วย55554,เธอเลี้ยงเดะไปด้วย55555,Neutral,Neutral
จริง ใครซื้อ b segment มีเคือง mazda3 ทั้งส่วนลด ทั้งดอกต่ำ ราคาเบียดๆกันเลย,จริง ใครซื้อ b segment มีเคือง mazda3 ทั้งส่วนลด ทั้งดอกต่ำ ราคาเบียดๆกันเลย,Positive,Neutral
เซฟรูปไว้เลย,เซฟรูปไว้เลย,Neutral,Neutral
น้องหงส์ทอง😂😂,น้องหงส์ทอง,Neutral,Neutral
ฟินค่ะ,ฟินค่ะ,Positive,Neutral
ผมก้เลิกได้เพราะบุหรี่ไฟฟ้า,ผมก้เลิกได้เพราะบุหรี่ไฟฟ้า,Positive,Neutral
ไม่รุ้ว่าเลยลดม้ะ,ไม่รุ้ว่าเลยลดม้ะ,Neutral,Neutral
อยากกินนนนนน,อยากกินนนนนน,Neutral,Neutral
ขอบคุณเมียมากคับ554,ขอบคุณเมียมากคับ555,Positive,Neutral
อยากบ้าเด้ไอขาาาา,อยากบ้าเด้ไอขาาาา,Neutral,Neutral
รับ รว,รับ รว,Neutral,Neutral
อยากให้มีตุ๊กตาเป็ดเอ็มเคเหมือนสติ๊กเกอร์เป็นพรีเมี่ยม แลกซื้ออะไรแบบนี้ครับ อยากได้ๆๆๆๆ!!,อยากให้มีตุ๊กตาเป็ดเอ็มเคเหมือนสติ๊กเกอร์เป็นพรีเมี่ยม แลกซื้ออะไรแบบนี้ครับ อยากได้ๆๆๆๆ!!,Positive,Leads
อยากกินนน,อยากกินนน,Positive,Neutral
วันจันจัดไป,วันจันจัดไป,Neutral,Neutral
ถ้า18คน ก็ถือว่า กลางๆ นะ ราคานี้ ลองหารเหลือคนเท่าไรเชียว ที่ mk ไปกิน บ่นอย่างนี้มั้ยเนี่ย ?,ถ้า18คน ก็ถือว่า กลางๆ นะ ราคานี้ ลองหารเหลือคนเท่าไรเชียว ที่ mk ไปกิน บ่นอย่างนี้มั้ยเนี่ย ?,Negative,Neutral
ผมชื่นชอบครีมกันแดด Biore UV Essence สูตรใหม่ตัวนี้ เพราะเนื้อบางเบาซึมซาบเร็ว ไม่เป็นคราบ ไม่เหนียวเหนอะหนะ ปกป้องแแดดทั้ง UVA UVB และกันน้ำได้ SPF สูง PA+++,ผมชื่นชอบครีมกันแดด Biore UV Essence สูตรใหม่ตัวนี้ เพราะเนื้อบางเบาซึมซาบเร็ว ไม่เป็นคราบ ไม่เหนียวเหนอะหนะ ปกป้องแแดดทั้ง UVA UVB และกันน้ำได้ SPF สูง PA+++,Positive,Neutral
ไปนะไปปปปป,ไปนะไปปปปป,Neutral,Neutral
กด haha ให้ Spy Cocktail ดื่มแล้ว ฮา ฮา ฮ้า. . อิอิ มาดื่มด้วยกันมั้ยล่ะ ?? Cheers'! 😁😆😆😆,กด haha ให้ Spy Cocktail ดื่มแล้ว ฮา ฮา ฮ้า. . อิอิ มาดื่มด้วยกันมั้ยล่ะ ?? Cheers'! ,Neutral,Neutral
เธออะเลี้ยง,เธออะเลี้ยง,Neutral,Neutral
ผมก็เลิกบุหรี่ม้วนได้ ปีกว่าแล้ว สุขภาพดีขึ้นเยอะ,ผมก็เลิกบุหรี่ม้วนได้ ปีกว่าแล้ว สุขภาพดีขึ้นเยอะ,Positive,Neutral
ห้องพักสะอาดดี มีระเบียงหลังห้อง,ห้องพักสะอาดดี มีระเบียงหลังห้อง,Positive,Neutral
วันนี้ไม่ว่างคร่ะ,วันนี้ไม่ว่างคร่ะ,Negative,Neutral
Honda แมร่ง ดี จริง ไม่ ล้ม สัก คัน,Honda แมร่ง ดี จริง ไม่ ล้ม สัก คัน,Positive,Neutral
ต้องไปลองกันนะ,ต้องไปลองกันนะ,Neutral,Neutral
สู้เพื่อความถูกต้อง สู้เพื่อทางเลือก สู้เพื่อความยุติธรรม เดินหน้าต่อไปครับผม ขอบคุณมากครับ,สู้เพื่อความถูกต้อง สู้เพื่อทางเลือก สู้เพื่อความยุติธรรม เดินหน้าต่อไปครับผม ขอบคุณมากครับ,Positive,Neutral
กุไปเสาหน้า คอยเลย,กุไปเสาหน้า คอยเลย,Neutral,Neutral
ขอบคุณนะครับ,ขอบคุณนะครับ,Positive,Neutral
ชอบความฮาร์ดคอ ความเถื่อน ตบคอเพื่อนแล้วบอก เร็วๆว้อยไอ้แช! ฮืออ555555555555,ชอบความฮาร์ดคอ ความเถื่อน ตบคอเพื่อนแล้วบอก เร็วๆว้อยไอ้แช! ฮืออ555555555555,Neutral,Neutral
ใน3 ตัวนี้เค้าชอบChanel มากสุดค่ะเพราะระหว่างวันผิวก็ยังผ่องอยู่ติดทน เซ็ตรองพื้นหรือคุชชั่นได้ดีด้วยค่ะ แต่คุมมันกลางๆ ส่วนThree ที่ชอบเพราะแป้งเนื้อละเอียดเบามากๆด้านตัววางพัฟมีตาข่ายกรองแป้งอีกชั้น พัฟก็ฟูนุ่มกว่า ทาแล้วรู้สึกผิวลื่นๆละมุนๆแต่ไม่ค่อยติดทนเท่าไรค่ะ ส่วนLAURA MERCIER TRANSLUCENT LOOSE SETTING POWDER ส่วนตัวเฉยๆค่ะ แต่ดีตรงที่คุมมัน แต่พอทาแล้วรู้สึกหนากว่าสองตัวบน เลยทำให้รู้สึกสบายผิวน้อยกว่า,ใน3 ตัวนี้เค้าชอบChanel มากสุดค่ะเพราะระหว่างวันผิวก็ยังผ่องอยู่ติดทน เซ็ตรองพื้นหรือคุชชั่นได้ดีด้วยค่ะ แต่คุมมันกลางๆ ส่วนThree ที่ชอบเพราะแป้งเนื้อละเอียดเบามากๆด้านตัววางพัฟมีตาข่ายกรองแป้งอีกชั้น พัฟก็ฟูนุ่มกว่า ทาแล้วรู้สึกผิวลื่นๆละมุนๆแต่ไม่ค่อยติดทนเท่าไรค่ะ ส่วนLAURA MERCIER TRANSLUCENT LOOSE SETTING POWDER ส่วนตัวเฉยๆค่ะ แต่ดีตรงที่คุมมัน แต่พอทาแล้วรู้สึกหนากว่าสองตัวบน เลยทำให้รู้สึกสบายผิวน้อยกว่า,Neutral,Neutral
ถึง29เดือนนี้เองนะ,ถึง29เดือนนี้เองนะ,Neutral,Neutral
พน.ไงอ้วนนน,พน.ไงอ้วนนน,Neutral,Neutral
ไปก่อ กินฟรี,ไปก่อ กินฟรี,Neutral,Neutral
จัดชีวาสเร็วๆเลย,จัดชีวาสเร็วๆเลย,Neutral,Neutral
ให้มันได้แบบนี้สิ5555 ปล.บอดี้นี้ถึงขายเป็น10ปีแล้วแต่ทำไมมันดูดีมาก,ให้มันได้แบบนี้สิ5555 ปล.บอดี้นี้ถึงขายเป็น10ปีแล้วแต่ทำไมมันดูดีมาก,Positive,Neutral
รถสวย ดีไซด์แกร่ง สมรรถนะเป็นเยี่ยม จะงานลุย หรืองานเรียบๆ ในวันสบายๆ ก็ได้หมดกับนิสสัน นาวารา สปอร์ตเทค,รถสวย ดีไซด์แกร่ง สมรรถนะเป็นเยี่ยม จะงานลุย หรืองานเรียบๆ ในวันสบายๆ ก็ได้หมดกับนิสสัน นาวารา สปอร์ตเทค,Positive,Neutral
สายหวานต้องมา,สายหวานต้องมา,Neutral,Neutral
ไปจัดทีวันเสาร์,ไปจัดทีวันเสาร์,Neutral,Neutral
พาไปหน่อยพน,พาไปหน่อยพน,Neutral,Neutral
แทกเฉยๆ,แทกเฉยๆ,Neutral,Neutral
"บางคนหน้าสด ก็โดนทักว่าหน้าเหมือนศพ แต่ของเรานี่ ""ทำไมหน้าไม่เหมือนรูปโปรไฟล์?"" โห หน้าสดวันเดียวแต่โดนทักเสียเซลฟ์ไปทั้งชีวิต ไม่คิดว่าชีวิตนี้จะกล้าหน้าสดออกจากบ้านอีกแล้วจ้า อยากจะมีประสบการณ์หน้าสดแต่ไม่ศพบ้างงง 😂 คิดว่าผลิตภัณฑ์คุณภาพดีๆจาก Biotherm น่าจะช่วยได้เย๊อะะะะะะะเลยค่ะ555555555555 ให้หนูเถอะน้าาาพี่เจลลี่จูนจู๊นนนน <3 #ประสบการณ์หน้าสด #หน้าสดแต่ไม่เศร้า #BiothermThailand #AquasourceAura","บางคนหน้าสด ก็โดนทักว่าหน้าเหมือนศพ แต่ของเรานี่ ""ทำไมหน้าไม่เหมือนรูปโปรไฟล์?"" โห หน้าสดวันเดียวแต่โดนทักเสียเซลฟ์ไปทั้งชีวิต ไม่คิดว่าชีวิตนี้จะกล้าหน้าสดออกจากบ้านอีกแล้วจ้า อยากจะมีประสบการณ์หน้าสดแต่ไม่ศพบ้างงง 😂 คิดว่าผลิตภัณฑ์คุณภาพดีๆจาก Biotherm น่าจะช่วยได้เย๊อะะะะะะะเลยค่ะ555555555555 ให้หนูเถอะน้าาาพี่เจลลี่จูนจู๊นนนน <3 #ประสบการณ์หน้าสด #หน้าสดแต่ไม่เศร้า #BiothermThailand #AquasourceAura",Negative,Neutral
ถูกกว่าพิซซ่า554,ถูกกว่าพิซซ่า555,Positive,Neutral
สุขสันต์วันสงกรานต์ ขอบคุณ SHEENe มอบความสวยใสในวันสงกรานต์ สวยมั่นไม่กลัวแดดชอบแป้งSHEENe ควบคุมความมันได้ดี ไม่เยิ้มมันเหนอะหนะ ใชัต้วเดียวเอาอยู่เลยค่ะ สวยมั่นได้ทุกวันของใช้คู่กายค่ะ ขออวยพรให้ทีมงานทุกคน มีความสุขมากๆและสวยใสตลอดกาลค่ะปีนี้ยอดขายพุ่งแรงขายดีกำไรงามรับปีใหม่ไทยค่ะ,สุขสันต์วันสงกรานต์ ขอบคุณ SHEENe มอบความสวยใสในวันสงกรานต์ สวยมั่นไม่กลัวแดดชอบแป้งSHEENe ควบคุมความมันได้ดี ไม่เยิ้มมันเหนอะหนะ ใชัต้วเดียวเอาอยู่เลยค่ะ สวยมั่นได้ทุกวันของใช้คู่กายค่ะ ขออวยพรให้ทีมงานทุกคน มีความสุขมากๆและสวยใสตลอดกาลค่ะปีนี้ยอดขายพุ่งแรงขายดีกำไรงามรับปีใหม่ไทยค่ะ,Positive,Neutral
ที่แรก ออโตบอดิ้ ชนบุรี ตอนนี้ นิสสันมอเตอร์,ที่แรก ออโตบอดิ้ ชนบุรี ตอนนี้ นิสสันมอเตอร์,Neutral,Neutral
อยู่ชมแพมีไหม,อยู่ชมแพมีไหม,Neutral,Question
โต๋ & แต้วพรีเซนเตอร์คนสวยของผ้าอนามัย Elis : เอลิส น่ารักเว่อร์💕 #ElisThailand,โต๋ & แต้วพรีเซนเตอร์คนสวยของผ้าอนามัย Elis : เอลิส น่ารักเว่อร์ #ElisThailand,Positive,Neutral
ถ้าไม่มีเรนเจอร์โมเดลปี2012 ฟอร์ดประเทศไทยจบเห่ไปแล้ว,ถ้าไม่มีเรนเจอร์โมเดลปี2012 ฟอร์ดประเทศไทยจบเห่ไปแล้ว,Negative,Neutral
เห็นอย่างงี้เลยไม่อยากได้แอคคอร์ดไปด้วยเลย 😩,เห็นอย่างงี้เลยไม่อยากได้แอคคอร์ดไปด้วยเลย ,Neutral,Neutral
เบน285 แม่โขง แสงโสม รีย์ ก็ดีน่ะ 554,เบน285 แม่โขง แสงโสม รีย์ ก็ดีน่ะ 555,Positive,Neutral
อยากเป็ดดดด,อยากเป็ดดดด,Neutral,Neutral
หูยๆๆๆน่ากิน จัดๆๆ,หูยๆๆๆน่ากิน จัดๆๆ,Positive,Neutral
จะพาเราไปกินบีกอนมั้ย ไม่งั้นเลาจะกัดแรงอีกนะ,จะพาเราไปกินบีกอนมั้ย ไม่งั้นเลาจะกัดแรงอีกนะ,Negative,Question
ข้อเสนอน่าสนใจมาก บริการดี แถมมีโปรโมชั่นดีๆอีก ชอบนิสสัน,ข้อเสนอน่าสนใจมาก บริการดี แถมมีโปรโมชั่นดีๆอีก ชอบนิสสัน,Positive,Neutral
รับข้าวกระเทียมฟรี ^_^,รับข้าวกระเทียมฟรี ^_^,Positive,Neutral
กำลังสิไปๆนำบ่ลางานเคิงมื้อมา,กำลังสิไปๆนำบ่ลางานเคิงมื้อมา,Neutral,Neutral
พาไปกินหน่อย😊😊,พาไปกินหน่อย,Positive,Neutral
อยากกินลีโอเว้ยยยยยย55554,อยากกินลีโอเว้ยยยยยย55555,Neutral,Neutral
"กด ha ha ชอบ spy cocktail หอมหวาน,อร่อย ดื่มเย็นๆสดชื่นดีครับ","กด ha ha ชอบ spy cocktail หอมหวาน,อร่อย ดื่มเย็นๆสดชื่นดีครับ",Positive,Neutral
โอเคๆๆ,โอเคๆๆ,Neutral,Neutral
NISSAN GTR R34 !! * คนไทยแต่งรถไม่แพ้ชาติใดในโลก,NISSAN GTR R34 !! * คนไทยแต่งรถไม่แพ้ชาติใดในโลก,Positive,Neutral
กินเท่าไรก็ไม่เบื่อ,กินเท่าไรก็ไม่เบื่อ,Neutral,Neutral
หยุดงานวันอาทิตนี้ คนอื่นอะ,หยุดงานวันอาทิตนี้ คนอื่นอะ,Neutral,Neutral
อยากกินฮอตพอตจีนเด้อออออ,อยากกินฮอตพอตจีนเด้อออออ,Neutral,Neutral
วันนี้กะแวบไป,วันนี้กะแวบไป,Neutral,Neutral
ทีมไหนกันบ้างงงงงงง #ว้าวกระจ่างใส😯 หรือ #Loveชุ่มชื่น💟แสดงตัวกันหน่อยสิ #missha #misshathailand #Dailyperfectbeauty #สวยสมบูรณ์แบบได้ทุกวัน,ทีมไหนกันบ้างงงงงงง #ว้าวกระจ่างใส หรือ #Loveชุ่มชื่น แสดงตัวกันหน่อยสิ #missha #misshathailand #Dailyperfectbeauty #สวยสมบูรณ์แบบได้ทุกวัน,Positive,Neutral
อ่อผมไปกินเบียร์ช้างแล้วได้มาค้าบ. คงเป็นโปรของทางร้าน,อ่อผมไปกินเบียร์ช้างแล้วได้มาค้าบ. คงเป็นโปรของทางร้าน,Neutral,Neutral
ความน่ารักภาคต่อ มุบมิบปากแบบ พูดชื่อเพื่อนไม่ออก ตลก555555555555555,ความน่ารักภาคต่อ มุบมิบปากแบบ พูดชื่อเพื่อนไม่ออก ตลก555555555555555,Positive,Neutral
ขอบคุณมากค่ะ,ขอบคุณมากค่ะ,Positive,Neutral
ขอให้ผ่านไปได้ด้วยดีครับ สู้ๆๆครับท่าน,ขอให้ผ่านไปได้ด้วยดีครับ สู้ๆๆครับท่าน,Positive,Neutral
จัดมา,จัดมา,Neutral,Neutral
สลัดไข่ ใส่หอย คับพี่ถ้าทันไปแน่นอนคับ,สลัดไข่ ใส่หอย คับพี่ถ้าทันไปแน่นอนคับ,Neutral,Neutral
laurier the best!,laurier the best!,Positive,Neutral
ชอบตั้งแต่ตัวก่อน ตัวนี้ยิ่งสวยกว่าอีก รักเลยซีวิค,ชอบตั้งแต่ตัวก่อน ตัวนี้ยิ่งสวยกว่าอีก รักเลยซีวิค,Positive,Neutral
ให้กำลังใจนะคะ ยังไงก็ยังมั่นใจมาตรฐานของก้อนมากกว่าร้านหมูกระทะชาบูข้างนอกบางร้าน😂,ให้กำลังใจนะคะ ยังไงก็ยังมั่นใจมาตรฐานของก้อนมากกว่าร้านหมูกระทะชาบูข้างนอกบางร้าน,Positive,Neutral
แม้แสงแดดจะร้อนแค่ไหน กันแดดยูเซอรีนเอาอยู่แน่นอน รับรองหน้าสวยเหมือนเดิม ไม่หมอง ไม่คล้ำ ไม่ต้องกลัวแดดเลยค่ะ,แม้แสงแดดจะร้อนแค่ไหน กันแดดยูเซอรีนเอาอยู่แน่นอน รับรองหน้าสวยเหมือนเดิม ไม่หมอง ไม่คล้ำ ไม่ต้องกลัวแดดเลยค่ะ,Positive,Neutral
วันไหนน นัดมาลุยยย,วันไหนน นัดมาลุยยย,Neutral,Neutral
ไปปะละ ๆ อยากอยู่,ไปปะละ ๆ อยากอยู่,Neutral,Neutral
พาไปไหม ประกาศิต แสงกล้า,พาไปไหม ประกาศิต แสงกล้า,Neutral,Neutral
การได้สั่งลาวันอาทิตย์ ด้วย Jameson Ginger & Lime สักแก้วนี่มันดีจริงๆ นะ ถ้าไม่เชื่อ ก็ลองทำตามดูได้! #JamesonThailand #TwiceAsSmooth,การได้สั่งลาวันอาทิตย์ ด้วย Jameson Ginger & Lime สักแก้วนี่มันดีจริงๆ นะ ถ้าไม่เชื่อ ก็ลองทำตามดูได้! #JamesonThailand #TwiceAsSmooth,Positive,Neutral
พาไปหน่อย,พาไปหน่อย,Positive,Neutral
มี Honda city type ปี08 เครื่องแรงดีมาก สนใจเทรินค่ะ,มี Honda city type ปี08 เครื่องแรงดีมาก สนใจเทรินค่ะ,Positive,Neutral
CHRสวยมาก พี่อาร์ตหล่อ พี่เพิ่มน่ารัก#ToyotaBuzz#อาร์ต พศุตม์,CHRสวยมาก พี่อาร์ตหล่อ พี่เพิ่มน่ารัก#ToyotaBuzz#อาร์ต พศุตม์,Positive,Neutral
นี่ไม่ใช่เบอร์​เบิ้น ไม่ใช่สก็อตวิสกี้ นี่คือ Jack Daniel’s,นี่ไม่ใช่เบอร์​เบิ้น ไม่ใช่สก็อตวิสกี้ นี่คือ Jack Daniel’s,Neutral,Neutral
สวยดีครับ จากสาวกนิสสัน รอมาร์ชตัวใหม่ต่อไป 554,สวยดีครับ จากสาวกนิสสัน รอมาร์ชตัวใหม่ต่อไป 555,Positive,Neutral
พน.จัด,พน.จัด,Neutral,Neutral
มีด้วยเหรอ,มีด้วยเหรอ,Neutral,Neutral
299มั้ง วันพุธอ้ะ,299มั้ง วันพุธอ้ะ,Neutral,Neutral
แหมมม ทันสมันอินเทรนด์มากก MK,แหมมม ทันสมันอินเทรนด์มากก MK,Positive,Neutral
ขอบคุณของรางวัลมากนะคะ,ขอบคุณของรางวัลมากนะคะ,Positive,Neutral
ว้าวววว,ว้าวววว,Neutral,Neutral
เทอมีน้ำดำแว้ว ป๋าแนน ช่างกล,เทอมีน้ำดำแว้ว ป๋าแนน ช่างกล,Neutral,Neutral
อยากเป็นเมรีขี้เมาขึ้นมาเลย โห้วว ริมนาฬิกาบิ๊กเบน ^^,อยากเป็นเมรีขี้เมาขึ้นมาเลย โห้วว ริมนาฬิกาบิ๊กเบน ^^,Neutral,Neutral
"พนักงาน Eve&Boy โซน Drug store อะ จิกเก่ง แต่พวกแบบ Estée, Mac อย่างเงี้ย คือดีมาก งงใจ","พนักงาน Eve&Boy โซน Drug store อะ จิกเก่ง แต่พวกแบบ Estée, Mac อย่างเงี้ย คือดีมาก งงใจ",Neutral,Neutral
คิดถึงซีแกรม คูลเลอร์จัง,คิดถึงซีแกรม คูลเลอร์จัง,Positive,Neutral
มันจันทร์กับศุกร์มั้ย,มันจันทร์กับศุกร์มั้ย,Neutral,Neutral
BLEND 285 VIP รายงาน2คนไช่ไหมค่ะหรือให้ไปเลย4คน อิอิ,BLEND 285 VIP รายงาน2คนไช่ไหมค่ะหรือให้ไปเลย4คน อิอิ,Neutral,Neutral
ซีซีครีมของยูเซอรีนขนาดทดลองยังมีจำหน่ายอยู่มั้ยคะ,ซีซีครีมของยูเซอรีนขนาดทดลองยังมีจำหน่ายอยู่มั้ยคะ,Neutral,Question
โจมาโลน อองลีสแพเท่าไรคะ,โจมาโลน อองลีสแพเท่าไรคะ,Neutral,Question
